customer_id,last_login_date,login_frequency_30d,mobile_app_user,email_opens_6m,customer_service_calls_12m,complaints_filed
CUST_000213,2023-03-10,2,No,0.55,2,0
CUST_000214,2022-11-05,2,No,0.5,1,0
CUST_000215,2022-06-11,2,No,0.58,0,0
CUST_000216,2023-07-18,1,No,0.23,1,0
CUST_000217,2023-12-19,3,Yes,0.6,1,0
CUST_000218,2023-01-06,0,No,0.17,2,0
CUST_000219,2023-03-08,2,No,0.44,2,0
CUST_000220,2023-11-14,3,No,0.52,2,0
CUST_000221,2023-07-18,3,No,0.18,2,0
CUST_000222,2022-08-18,2,Yes,0.38,1,0
CUST_000223,2023-07-27,4,No,0.34,1,1
CUST_000224,2023-06-19,3,No,0.68,0,0
CUST_000225,2023-07-16,3,No,0.71,1,0
CUST_000226,2023-10-11,0,No,0.43,0,0
CUST_000227,2023-09-02,1,Yes,0.38,1,0
CUST_000228,2023-05-11,1,Yes,0.49,1,1
CUST_000229,2023-08-15,2,Yes,0.43,1,1
CUST_000230,2023-11-08,4,Yes,0.75,0,0
CUST_000231,2023-05-04,2,No,0.38,0,0
CUST_000232,2023-04-26,1,No,0.52,1,0
CUST_000233,2023-01-04,2,No,0.77,0,0
CUST_000234,2023-11-26,1,No,0.35,1,0
CUST_000235,2023-04-28,2,No,0.53,1,0
CUST_000236,2023-08-18,4,Yes,0.32,2,1
CUST_000237,2023-10-01,0,No,0.08,7,0
CUST_000238,2023-07-25,1,No,0.5,1,0
CUST_000239,2023-05-06,3,No,0.57,0,0
CUST_000240,2023-12-26,1,Yes,0.47,1,0
CUST_000241,2022-03-24,4,No,0.63,3,0
CUST_000242,2023-10-17,1,Yes,0.38,2,0
CUST_000243,2023-06-10,2,Yes,0.61,0,0
CUST_000244,2022-06-22,1,Yes,0.64,2,0
CUST_000245,2022-12-20,0,No,0.39,4,0
CUST_000246,2023-12-10,4,No,0.5,0,1
CUST_000247,2023-08-25,1,Yes,0.4,1,0
CUST_000248,2023-08-29,0,No,0.7,2,0
CUST_000249,2023-08-24,0,Yes,0.55,0,0
CUST_000250,2023-05-08,5,No,0.52,0,0
CUST_000251,2023-05-15,4,No,0.58,0,0
CUST_000252,2023-12-13,1,Yes,0.73,0,0
CUST_000253,2023-07-16,2,No,0.38,2,0
CUST_000254,2023-11-28,1,No,0.2,1,1
CUST_000255,2023-12-04,1,Yes,0.38,3,0
CUST_000256,2023-10-30,2,Yes,0.57,1,0
CUST_000257,2023-11-20,0,No,0.48,1,0
CUST_000258,2023-06-15,0,No,0.13,1,1
CUST_000259,2023-11-18,1,Yes,0.7,0,0
CUST_000260,2023-10-08,0,Yes,0.78,0,0
CUST_000261,2023-01-03,0,Yes,0.57,0,0
CUST_000262,2023-10-08,2,Yes,0.69,1,0
CUST_000263,2023-10-07,0,No,0.51,1,0
CUST_000264,2022-10-24,0,No,0.44,0,0
CUST_000265,2023-02-15,1,No,0.65,0,1
CUST_000266,2023-12-08,1,Yes,0.34,1,1
CUST_000267,2023-06-11,3,No,0.55,0,0
CUST_000268,2023-06-19,2,Yes,0.75,1,0
CUST_000269,2023-02-13,0,No,0.16,3,0
CUST_000270,2023-09-24,2,Yes,0.41,1,1
CUST_000271,2023-06-21,1,No,0.82,0,0
CUST_000272,2023-08-16,0,No,0.3,3,1
CUST_000273,2023-02-10,1,Yes,0.37,1,0
CUST_000274,2023-05-01,4,Yes,0.54,0,0
CUST_000275,2023-06-14,2,No,0.7,0,1
CUST_000276,2022-08-17,1,No,0.33,0,0
CUST_000277,2023-06-26,4,Yes,0.46,0,0
CUST_000278,2023-09-23,0,No,0.17,0,1
CUST_000279,2023-05-16,3,No,0.65,0,0
CUST_000280,2023-08-31,1,Yes,0.46,0,0
CUST_000281,2023-12-02,1,No,0.53,2,0
CUST_000282,2023-08-13,1,Yes,0.27,1,0
CUST_000283,2023-11-30,1,Yes,0.22,1,1
CUST_000284,2023-08-08,3,Yes,0.48,2,0
CUST_000285,2023-09-16,4,No,0.42,0,1
CUST_000286,2023-08-28,1,Yes,0.08,1,0
CUST_000287,2022-10-28,1,No,0.65,3,0
CUST_000288,2023-11-22,0,No,0.27,7,1
CUST_000289,2023-11-26,3,No,0.45,1,0
CUST_000290,2023-11-25,0,No,0.64,2,1
CUST_000291,2023-12-29,0,No,0.75,2,0
CUST_000292,2022-07-20,2,No,0.55,2,0
CUST_000293,2023-04-03,3,No,0.76,0,0
CUST_000294,2023-08-17,5,Yes,0.45,0,0
CUST_000295,2023-10-20,3,No,0.6,0,0
CUST_000296,2023-05-31,1,No,0.53,0,0
CUST_000297,2023-09-29,2,No,0.65,2,0
CUST_000298,2023-03-14,0,Yes,0.4,2,0
CUST_000299,2023-01-15,0,Yes,0.5,1,0
CUST_000300,2023-05-15,2,No,0.26,0,1
CUST_000301,2023-12-14,1,No,0.49,1,0
CUST_000302,2023-11-12,2,Yes,0.8,2,0
CUST_000303,2023-10-10,1,No,0.56,1,0
CUST_000304,2022-08-10,0,No,0.31,2,1
CUST_000305,2023-10-10,0,No,0.83,2,0
CUST_000306,2023-12-23,3,No,0.48,0,0
CUST_000307,2023-09-23,3,Yes,0.85,0,0
CUST_000308,2023-11-01,4,No,0.56,1,0
CUST_000309,2023-11-18,2,No,0.34,1,0
CUST_000310,2023-05-16,1,Yes,0.61,1,0
CUST_000311,2023-10-17,2,No,0.34,1,0
CUST_000312,2022-05-03,0,No,0.05,4,1
CUST_000313,2023-05-25,3,No,0.36,0,0
CUST_000314,2023-08-16,0,No,0.58,0,0
CUST_000315,2023-05-19,3,Yes,0.41,0,0
CUST_000316,2022-12-08,2,No,0.51,0,0
CUST_000317,2023-02-18,4,No,0.28,0,0
CUST_000318,2023-09-16,1,No,0.38,0,0
CUST_000319,2023-11-24,2,No,0.59,0,0
CUST_000320,2023-10-20,1,Yes,0.6,0,0
CUST_000321,2023-09-06,3,No,0.53,0,0
CUST_000322,2023-02-26,0,Yes,0.7,2,1
CUST_000323,2023-10-14,2,No,0.6,4,0
CUST_000324,2023-10-05,2,Yes,0.61,0,0
CUST_000325,2023-01-05,4,No,0.57,1,0
CUST_000326,2022-12-28,1,Yes,0.13,2,0
CUST_000327,2023-05-03,4,No,0.47,0,0
CUST_000328,2023-01-12,0,Yes,0.54,3,0
CUST_000329,2023-11-20,0,No,0.1,2,1
CUST_000330,2023-10-18,5,No,0.41,1,0
CUST_000331,2022-09-01,2,Yes,0.42,2,0
CUST_000332,2022-11-27,3,No,0.32,1,0
CUST_000333,2023-06-24,0,No,0.71,2,0
CUST_000334,2023-05-09,1,No,0.32,1,0
CUST_000335,2023-11-27,1,Yes,0.5,1,0
CUST_000336,2024-01-01,4,No,0.39,0,0
CUST_000337,2023-12-14,4,No,0.48,0,0
CUST_000338,2023-10-15,2,No,0.87,0,0
CUST_000339,2023-11-04,0,No,0.53,1,0
CUST_000340,2022-07-16,3,No,0.42,3,0
CUST_000341,2023-12-04,2,Yes,0.39,1,0
CUST_000342,2023-11-28,0,No,0.1,2,1
CUST_000343,2023-07-24,1,No,0.59,0,0
CUST_000344,2023-09-24,2,No,0.68,0,0
CUST_000345,2023-02-17,0,No,0.08,1,2
CUST_000346,2023-05-06,1,No,0.78,2,0
CUST_000347,2023-05-03,0,No,0.23,2,1
CUST_000348,2022-09-09,1,No,0.31,1,0
CUST_000349,2023-10-02,1,Yes,0.46,0,0
CUST_000350,2022-11-09,1,Yes,0.42,3,0
CUST_000351,2023-09-02,3,Yes,0.37,1,0
CUST_000352,2022-11-21,1,Yes,0.16,1,0
CUST_000353,2023-06-10,1,No,0.24,0,0
CUST_000354,2023-03-12,1,Yes,0.56,3,0
CUST_000355,2023-06-09,3,Yes,0.73,0,0
CUST_000356,2023-12-28,2,No,0.63,0,0
CUST_000357,2023-10-21,3,No,0.47,0,0
CUST_000358,2022-11-02,3,Yes,0.4,0,0
CUST_000359,2023-09-14,3,No,0.7,0,0
CUST_000360,2023-12-26,3,Yes,0.36,1,0
CUST_000361,2023-11-13,1,No,0.14,1,1
CUST_000362,2022-10-25,5,No,0.52,0,0
CUST_000363,2023-01-02,2,Yes,0.44,0,1
CUST_000364,2023-07-28,0,Yes,0.47,0,0
CUST_000365,2023-12-19,3,No,0.5,2,0
CUST_000366,2023-11-01,1,Yes,0.41,0,0
CUST_000367,2023-11-19,2,Yes,0.54,2,0
CUST_000368,2023-09-22,1,Yes,0.69,1,0
CUST_000369,2023-06-25,0,Yes,0.77,0,0
CUST_000370,2023-04-11,2,Yes,0.43,1,1
CUST_000371,2023-02-04,1,No,0.59,1,0
CUST_000372,2023-10-09,2,No,0.44,1,0
CUST_000373,2023-07-31,3,No,0.57,2,0
CUST_000374,2023-07-04,1,Yes,0.44,1,0
CUST_000375,2023-05-13,1,Yes,0.62,3,0
CUST_000376,2023-10-25,2,Yes,0.55,2,0
CUST_000377,2023-11-07,3,Yes,0.59,0,0
CUST_000378,2023-02-18,0,No,0.62,1,0
CUST_000379,2023-03-09,3,No,0.54,0,0
CUST_000380,2022-04-26,3,No,0.44,0,0
CUST_000381,2023-09-16,0,No,0.53,2,1
CUST_000382,2023-10-13,1,Yes,0.22,0,0
CUST_000383,2023-12-07,1,Yes,0.2,2,0
CUST_000384,2023-04-09,1,No,0.31,3,0
CUST_000385,2023-09-05,0,No,0.59,1,0
CUST_000386,2023-05-06,2,Yes,0.47,1,0
CUST_000387,2022-11-03,3,No,0.58,2,0
CUST_000388,2023-01-08,0,Yes,0.59,1,1
CUST_000389,2022-08-04,2,No,0.49,0,0
CUST_000390,2023-06-05,3,Yes,0.66,0,0
CUST_000391,2023-08-28,4,Yes,0.59,1,0
CUST_000392,2023-11-01,2,Yes,0.48,0,0
CUST_000393,2022-06-14,0,No,0.12,5,1
CUST_000394,2023-09-20,0,No,0.11,0,1
CUST_000395,2023-09-19,1,No,0.47,1,0
CUST_000396,2023-10-14,0,No,0.1,4,1
CUST_000397,2023-04-24,5,Yes,0.4,0,0
CUST_000398,2023-06-23,2,Yes,0.65,1,0
CUST_000399,2022-12-04,3,Yes,0.52,1,0
CUST_000400,2023-07-23,5,Yes,0.32,2,1
CUST_000401,2023-08-27,2,Yes,0.29,1,0
CUST_000402,2023-10-29,0,No,0.42,0,0
CUST_000403,2023-06-01,2,Yes,0.26,1,0
CUST_000404,2023-07-07,4,Yes,0.42,1,0
CUST_000405,2023-05-29,2,No,0.43,0,0
CUST_000406,2023-10-31,3,No,0.74,2,0
CUST_000407,2023-02-26,0,No,0.36,4,1
CUST_000408,2023-07-02,0,Yes,0.62,1,0
CUST_000409,2022-11-09,0,No,0.24,2,1
CUST_000410,2022-06-07,1,No,0.28,4,2
CUST_000411,2023-01-11,4,No,0.63,3,0
CUST_000412,2022-11-11,1,No,0.67,0,0
CUST_000413,2023-11-20,2,No,0.66,3,0
CUST_000414,2023-04-04,0,No,0.13,6,3
CUST_000415,2023-10-11,2,Yes,0.42,0,0
CUST_000416,2023-09-18,3,Yes,0.48,1,0
CUST_000417,2023-12-10,1,No,0.51,1,0
CUST_000418,2023-05-22,4,No,0.3,2,0
CUST_000419,2023-12-05,0,No,0.16,2,0
CUST_000420,2023-05-18,5,Yes,0.31,1,0
CUST_000421,2023-07-29,0,Yes,0.34,1,0
CUST_000422,2023-11-28,3,No,0.59,0,0
CUST_000423,2022-03-11,1,Yes,0.74,0,0
CUST_000424,2023-07-10,2,No,0.3,3,3
CUST_000425,2022-06-02,4,No,0.25,0,0
CUST_000426,2023-08-30,0,Yes,0.35,5,0
CUST_000427,2022-12-29,4,No,0.4,2,0
CUST_000428,2022-12-03,1,No,0.18,2,1
CUST_000429,2023-12-19,2,Yes,0.6,1,0
CUST_000430,2023-10-03,0,No,0.03,3,0
CUST_000431,2023-10-21,0,No,0.3,4,0
CUST_000432,2023-04-02,3,No,0.54,1,0
CUST_000433,2023-01-05,3,No,0.57,2,0
CUST_000434,2022-11-25,1,No,0.16,6,1
CUST_000435,2023-12-28,4,Yes,0.72,2,0
CUST_000436,2023-10-03,0,No,0.34,4,0
CUST_000437,2023-02-01,1,No,0.09,4,0
CUST_000438,2022-10-06,2,Yes,0.72,1,0
CUST_000439,2023-08-05,3,No,0.37,0,0
CUST_000440,2023-09-24,1,No,0.51,1,1
CUST_000441,2023-12-03,1,Yes,0.4,0,0
CUST_000442,2023-07-09,2,No,0.38,0,0
CUST_000443,2022-12-07,5,Yes,0.81,3,0
CUST_000444,2022-11-08,4,Yes,0.47,1,0
CUST_000445,2023-09-10,2,Yes,0.62,0,0
CUST_000446,2023-10-10,3,No,0.56,0,0
CUST_000447,2023-12-13,1,Yes,0.54,1,0
CUST_000448,2022-10-10,5,Yes,0.43,0,1
CUST_000449,2023-12-04,1,No,0.78,0,0
CUST_000450,2023-11-17,8,No,0.36,2,0
CUST_000451,2023-01-01,0,Yes,0.15,1,0
CUST_000452,2022-07-18,1,No,0.48,0,0
CUST_000453,2023-06-20,0,Yes,0.46,0,0
CUST_000454,2023-06-26,6,No,0.45,0,0
CUST_000455,2022-11-03,7,No,0.68,2,1
CUST_000456,2023-11-16,1,Yes,0.58,0,0
CUST_000457,2023-05-26,0,No,0.24,0,0
CUST_000458,2023-09-05,3,No,0.43,1,0
CUST_000459,2023-10-23,4,No,0.67,0,0
CUST_000460,2023-05-13,1,No,0.31,3,0
CUST_000461,2023-10-31,3,Yes,0.49,0,0
CUST_000462,2023-11-24,2,No,0.48,0,0
CUST_000463,2023-08-03,0,Yes,0.47,1,0
CUST_000464,2023-10-08,0,Yes,0.47,2,0
CUST_000465,2022-05-02,1,Yes,0.52,1,0
CUST_000466,2023-12-09,0,No,0.32,0,1
CUST_000467,2023-07-30,4,Yes,0.35,0,0
CUST_000468,2023-12-31,2,Yes,0.5,1,0
CUST_000469,2023-11-04,0,No,0.45,1,0
CUST_000470,2023-10-03,0,Yes,0.5,2,0
CUST_000471,2022-03-10,4,No,0.52,2,0
CUST_000472,2023-10-12,3,No,0.29,1,0
CUST_000473,2023-05-15,1,No,0.63,0,0
CUST_000474,2023-06-06,3,No,0.46,3,0
CUST_000475,2023-10-02,3,Yes,0.35,0,0
CUST_000476,2023-08-27,2,Yes,0.77,0,0
CUST_000477,2022-12-10,2,No,0.3,0,0
CUST_000478,2023-11-24,2,No,0.5,0,0
CUST_000479,2023-07-08,2,No,0.7,2,0
CUST_000480,2023-09-29,1,No,0.39,3,0
CUST_000481,2023-04-20,2,No,0.5,0,0
CUST_000482,2023-07-20,4,No,0.4,2,0
CUST_000483,2023-01-01,0,Yes,0.37,2,0
CUST_000484,2023-10-29,4,No,0.56,1,0
CUST_000485,2023-03-29,0,No,0.68,2,0
CUST_000486,2023-08-03,3,Yes,0.37,4,0
CUST_000487,2023-07-23,4,No,0.39,0,0
CUST_000488,2023-10-18,3,Yes,0.34,0,0
CUST_000489,2023-11-11,4,No,0.61,0,0
CUST_000490,2023-10-06,2,Yes,0.4,0,0
CUST_000491,2022-12-07,2,No,0.55,0,0
CUST_000492,2023-04-25,2,No,0.64,0,0
CUST_000493,2023-08-31,3,No,0.62,4,0
CUST_000494,2022-07-07,2,Yes,0.36,2,1
CUST_000495,2022-12-09,2,Yes,0.38,1,0
CUST_000496,2022-08-17,0,No,0.3,2,2
CUST_000497,2023-10-21,2,No,0.49,0,0
CUST_000498,2023-01-02,4,No,0.5,0,0
CUST_000499,2023-02-13,1,No,0.4,1,0
CUST_000500,2023-07-05,1,Yes,0.22,2,0
CUST_000501,2022-11-26,1,No,0.54,0,0
CUST_000502,2023-07-03,1,No,0.14,1,1
CUST_000503,2022-03-25,1,Yes,0.04,3,0
CUST_000504,2023-04-12,1,No,0.37,0,0
CUST_000505,2023-07-18,1,No,0.59,0,0
CUST_000506,2023-06-14,1,No,0.34,1,0
CUST_000507,2023-02-14,4,No,0.54,1,0
CUST_000508,2023-12-15,1,No,0.73,3,0
CUST_000509,2023-05-24,1,No,0.67,0,0
CUST_000510,2023-02-11,2,No,0.57,0,0
CUST_000511,2022-09-23,3,No,0.62,2,0
CUST_000512,2022-07-16,2,No,0.73,0,0
CUST_000513,2023-11-21,0,No,0.57,3,1
CUST_000514,2023-12-12,2,No,0.44,0,1
CUST_000515,2023-07-05,1,No,0.4,1,0
CUST_000516,2023-03-14,4,No,0.57,2,0
CUST_000517,2023-04-11,1,No,0.53,0,0
CUST_000518,2023-03-20,3,Yes,0.53,2,0
CUST_000519,2023-02-24,5,No,0.72,1,0
