customer_id,policy_type,policy_start_date,policy_amount,premium_amount,premium_frequency,payment_method,riders
CUST_000112,Term,2023-01-14,250000,53.33,Quarterly,AutoPay,0
CUST_000113,Term,2022-11-16,100000,21.67,Quarterly,AutoPay,0
CUST_000114,Term,2022-11-29,250000,78.33,Monthly,AutoPay,0
CUST_000115,Term,2023-08-05,300000,62.0,Monthly,AutoPay,0
CUST_000116,Term,2023-09-03,400000,90.67,Monthly,AutoPay,0
CUST_000117,Term,2022-03-28,1700000,362.67,Monthly,AutoPay,1
CUST_000118,Whole,2022-02-23,250000,41.67,Monthly,AutoPay,0
CUST_000119,Whole,2022-06-09,600000,156.0,Monthly,AutoPay,0
CUST_000120,Whole,2022-06-11,350000,86.33,Annual,AutoPay,0
CUST_000121,Term,2023-09-25,50000,12.33,Monthly,AutoPay,0
CUST_000122,Term,2022-02-20,200000,36.0,Quarterly,Manual,0
CUST_000123,Whole,2022-03-25,150000,40.5,Monthly,AutoPay,0
CUST_000124,Term,2022-10-06,550000,88.0,Monthly,AutoPay,0
CUST_000125,Whole,2023-03-30,1800000,432.0,Quarterly,AutoPay,3
CUST_000126,Term,2023-03-11,200000,60.67,Monthly,AutoPay,3
CUST_000127,Universal,2023-05-13,300000,53.0,Annual,Manual,0
CUST_000128,Whole,2023-09-14,150000,29.0,Monthly,AutoPay,1
CUST_000129,Term,2023-03-29,250000,55.0,Monthly,Manual,0
CUST_000130,Universal,2023-03-01,250000,48.33,Monthly,AutoPay,0
CUST_000131,Whole,2022-10-07,1250000,191.67,Monthly,AutoPay,0
CUST_000132,Whole,2022-08-09,200000,43.33,Monthly,Manual,0
CUST_000133,Term,2023-06-09,1850000,320.67,Quarterly,Manual,0
CUST_000134,Universal,2022-04-27,100000,23.33,Monthly,Manual,1
CUST_000135,Term,2022-12-20,150000,26.5,Annual,AutoPay,1
CUST_000136,Term,2023-03-17,200000,55.33,Quarterly,Manual,0
CUST_000137,Term,2022-04-24,550000,100.83,Annual,Manual,0
CUST_000138,Term,2022-10-18,300000,61.0,Quarterly,AutoPay,1
CUST_000139,Universal,2023-08-31,250000,61.67,Monthly,AutoPay,0
CUST_000140,Term,2023-05-14,200000,33.33,Monthly,Manual,1
CUST_000141,Term,2023-06-24,500000,111.67,Monthly,Manual,1
CUST_000142,Term,2022-11-12,150000,40.0,Monthly,Manual,0
CUST_000143,Term,2022-02-16,100000,15.0,Monthly,AutoPay,0
CUST_000144,Term,2022-08-14,100000,22.33,Annual,AutoPay,0
CUST_000145,Term,2023-02-09,300000,68.0,Quarterly,Manual,1
CUST_000146,Term,2023-09-06,100000,24.67,Quarterly,AutoPay,0
CUST_000147,Term,2022-02-26,100000,16.67,Annual,AutoPay,0
CUST_000148,Term,2022-01-08,300000,49.0,Monthly,AutoPay,0
CUST_000149,Universal,2022-07-29,750000,177.5,Quarterly,AutoPay,1
CUST_000150,Whole,2022-11-05,250000,56.67,Quarterly,AutoPay,0
CUST_000151,Term,2022-08-05,1100000,249.33,Monthly,AutoPay,0
CUST_000152,Universal,2022-05-21,2000000,460.0,Monthly,AutoPay,2
CUST_000153,Whole,2022-09-19,1350000,252.0,Monthly,Manual,0
CUST_000154,Term,2022-10-24,250000,55.83,Annual,AutoPay,0
CUST_000155,Whole,2022-12-02,100000,22.67,Monthly,AutoPay,0
CUST_000156,Term,2022-05-03,300000,56.0,Monthly,AutoPay,0
CUST_000157,Term,2022-01-08,150000,43.5,Monthly,Manual,0
CUST_000158,Whole,2023-05-25,700000,163.33,Quarterly,AutoPay,0
CUST_000159,Whole,2023-03-17,150000,25.0,Annual,AutoPay,0
CUST_000160,Universal,2022-06-29,250000,60.0,Monthly,AutoPay,0
CUST_000161,Term,2022-05-13,300000,53.0,Quarterly,Manual,0
CUST_000162,Term,2023-01-25,100000,24.67,Quarterly,AutoPay,0
CUST_000163,Whole,2023-06-30,450000,117.0,Monthly,AutoPay,1
CUST_000164,Whole,2022-08-24,200000,36.67,Monthly,AutoPay,1
CUST_000165,Term,2023-05-28,150000,38.0,Monthly,Manual,0
CUST_000166,Term,2023-07-27,200000,46.0,Monthly,Manual,1
CUST_000167,Term,2022-12-29,100000,24.67,Annual,AutoPay,0
CUST_000168,Universal,2022-03-15,600000,174.0,Monthly,AutoPay,0
CUST_000169,Term,2023-02-11,50000,10.33,Quarterly,AutoPay,0
CUST_000170,Whole,2022-02-13,150000,27.5,Monthly,Manual,2
CUST_000171,Term,2023-03-23,700000,126.0,Annual,AutoPay,0
CUST_000172,Term,2022-01-20,100000,18.33,Monthly,AutoPay,0
CUST_000173,Whole,2023-04-16,200000,42.67,Quarterly,AutoPay,2
CUST_000174,Term,2022-03-21,150000,34.5,Monthly,AutoPay,0
CUST_000175,Universal,2022-11-17,150000,34.0,Monthly,AutoPay,0
CUST_000176,Whole,2023-08-13,200000,49.33,Quarterly,Manual,0
CUST_000177,Term,2023-03-16,250000,54.17,Monthly,AutoPay,1
CUST_000178,Term,2023-08-11,150000,41.0,Quarterly,AutoPay,0
CUST_000179,Term,2023-02-19,250000,50.83,Monthly,Manual,0
CUST_000180,Whole,2023-03-04,100000,31.67,Annual,AutoPay,0
CUST_000181,Term,2022-10-24,500000,120.0,Quarterly,AutoPay,1
CUST_000182,Term,2022-04-28,600000,108.0,Monthly,Manual,1
CUST_000183,Whole,2023-02-19,100000,17.33,Monthly,Manual,1
CUST_000184,Universal,2022-01-22,450000,105.0,Monthly,Manual,1
CUST_000185,Term,2022-11-29,250000,51.67,Monthly,AutoPay,2
CUST_000186,Whole,2022-06-25,100000,24.33,Quarterly,AutoPay,1
CUST_000187,Whole,2023-09-25,300000,70.0,Monthly,AutoPay,0
CUST_000188,Whole,2023-04-17,200000,42.67,Monthly,Manual,0
CUST_000189,Whole,2023-01-06,100000,18.0,Quarterly,Manual,0
CUST_000190,Universal,2022-04-01,100000,15.33,Quarterly,AutoPay,0
CUST_000191,Term,2023-03-24,250000,49.17,Quarterly,AutoPay,1
CUST_000192,Term,2022-04-19,1900000,475.0,Quarterly,AutoPay,0
CUST_000193,Whole,2022-09-07,250000,55.83,Monthly,Manual,0
CUST_000194,Term,2023-03-23,250000,41.67,Monthly,Manual,1
CUST_000195,Term,2023-08-27,1550000,346.17,Quarterly,Manual,1
CUST_000196,Whole,2023-02-15,200000,46.0,Monthly,AutoPay,0
CUST_000197,Term,2023-06-21,200000,36.0,Monthly,AutoPay,1
CUST_000198,Whole,2022-03-22,1900000,418.0,Monthly,Manual,1
CUST_000199,Term,2023-02-10,450000,97.5,Monthly,AutoPay,0
CUST_000200,Term,2022-11-14,100000,17.0,Annual,AutoPay,0
CUST_000201,Whole,2022-12-14,450000,103.5,Monthly,AutoPay,0
CUST_000202,Whole,2022-08-15,300000,71.0,Monthly,AutoPay,1
CUST_000203,Whole,2022-12-08,150000,38.5,Monthly,AutoPay,1
CUST_000204,Term,2022-06-22,100000,25.67,Monthly,Manual,0
CUST_000205,Term,2022-03-20,200000,32.0,Monthly,AutoPay,0
CUST_000206,Term,2023-06-07,400000,70.67,Annual,AutoPay,0
CUST_000207,Term,2022-04-27,300000,71.0,Monthly,Manual,1
CUST_000208,Term,2023-06-28,100000,23.67,Monthly,Manual,1
CUST_000209,Term,2023-06-07,350000,82.83,Monthly,AutoPay,0
CUST_000210,Term,2022-07-18,300000,95.0,Quarterly,AutoPay,0
CUST_000211,Term,2022-12-24,100000,23.67,Monthly,AutoPay,0
CUST_000212,Term,2022-12-26,250000,65.0,Monthly,AutoPay,0
CUST_000213,Term,2022-06-01,250000,63.33,Monthly,AutoPay,1
CUST_000214,Whole,2022-08-30,250000,60.0,Monthly,AutoPay,1
CUST_000215,Whole,2022-04-16,700000,142.33,Monthly,Manual,0
CUST_000216,Whole,2022-05-30,300000,74.0,Monthly,AutoPay,1
CUST_000217,Term,2022-09-20,50000,9.17,Monthly,Manual,1
CUST_000218,Whole,2022-07-22,350000,72.33,Monthly,AutoPay,1
CUST_000219,Whole,2022-06-27,350000,68.83,Monthly,AutoPay,0
CUST_000220,Term,2023-09-09,1500000,325.0,Annual,AutoPay,0
CUST_000221,Term,2022-06-06,250000,76.67,Monthly,Manual,1
CUST_000222,Term,2022-03-19,200000,30.0,Monthly,AutoPay,1
CUST_000223,Term,2022-07-01,250000,60.83,Monthly,AutoPay,0
CUST_000224,Whole,2023-05-21,700000,105.0,Monthly,AutoPay,0
CUST_000225,Term,2023-04-21,200000,39.33,Monthly,AutoPay,0
CUST_000226,Term,2023-08-01,400000,104.0,Quarterly,AutoPay,0
CUST_000227,Whole,2023-08-17,150000,32.5,Monthly,Manual,0
CUST_000228,Term,2023-04-05,200000,34.67,Monthly,AutoPay,1
CUST_000229,Whole,2023-08-02,250000,46.67,Monthly,AutoPay,0
CUST_000230,Term,2023-10-02,800000,194.67,Monthly,Manual,0
CUST_000231,Term,2022-11-27,300000,56.0,Monthly,Manual,0
CUST_000232,Term,2022-11-20,150000,33.5,Monthly,AutoPay,0
CUST_000233,Universal,2022-06-04,50000,10.83,Monthly,AutoPay,0
CUST_000234,Term,2023-03-27,1550000,294.5,Monthly,Manual,0
CUST_000235,Term,2022-03-11,450000,135.0,Quarterly,AutoPay,1
CUST_000236,Whole,2023-04-26,1500000,360.0,Quarterly,Manual,0
CUST_000237,Term,2023-03-29,50000,7.5,Monthly,Manual,0
CUST_000238,Term,2022-11-07,150000,33.5,Monthly,AutoPay,0
CUST_000239,Term,2022-10-09,200000,38.0,Monthly,Manual,1
CUST_000240,Term,2023-08-29,700000,175.0,Monthly,AutoPay,0
CUST_000241,Term,2022-02-27,200000,36.67,Quarterly,AutoPay,0
CUST_000242,Term,2022-12-27,300000,63.0,Monthly,AutoPay,1
CUST_000243,Term,2023-06-04,250000,59.17,Monthly,AutoPay,1
CUST_000244,Whole,2022-03-17,700000,175.0,Monthly,AutoPay,0
CUST_000245,Term,2022-11-14,150000,25.0,Monthly,Manual,2
CUST_000246,Term,2023-04-18,200000,40.0,Monthly,AutoPay,0
CUST_000247,Term,2023-04-08,300000,59.0,Monthly,Manual,3
CUST_000248,Term,2022-02-08,100000,19.0,Monthly,AutoPay,1
CUST_000249,Whole,2022-02-28,1500000,430.0,Monthly,AutoPay,0
CUST_000250,Term,2023-01-13,300000,69.0,Monthly,Manual,1
CUST_000251,Term,2022-10-21,200000,32.67,Monthly,Manual,0
CUST_000252,Term,2022-03-20,250000,63.33,Quarterly,Manual,0
CUST_000253,Whole,2022-04-03,100000,30.0,Monthly,Manual,2
CUST_000254,Universal,2023-09-22,100000,25.67,Monthly,AutoPay,1
CUST_000255,Whole,2023-09-01,250000,38.33,Monthly,AutoPay,0
CUST_000256,Term,2023-06-04,250000,49.17,Monthly,Manual,0
CUST_000257,Term,2023-01-29,450000,120.0,Quarterly,AutoPay,2
CUST_000258,Term,2023-04-19,250000,46.67,Quarterly,Manual,0
CUST_000259,Universal,2023-08-18,250000,58.33,Monthly,AutoPay,0
CUST_000260,Whole,2023-07-22,150000,37.0,Monthly,AutoPay,0
CUST_000261,Term,2022-02-12,600000,106.0,Monthly,AutoPay,1
CUST_000262,Term,2023-04-06,100000,21.33,Quarterly,AutoPay,0
CUST_000263,Universal,2023-08-09,150000,22.5,Monthly,Manual,1
CUST_000264,Term,2022-07-12,200000,34.67,Annual,Manual,1
CUST_000265,Universal,2022-11-26,500000,101.67,Monthly,Manual,0
CUST_000266,Term,2023-09-12,100000,16.67,Monthly,Manual,0
CUST_000267,Universal,2023-05-03,600000,168.0,Monthly,AutoPay,0
CUST_000268,Whole,2023-05-29,150000,23.5,Monthly,AutoPay,0
CUST_000269,Term,2022-06-04,350000,68.83,Monthly,Manual,0
CUST_000270,Whole,2022-03-05,750000,165.0,Monthly,AutoPay,0
CUST_000271,Universal,2023-04-07,350000,95.67,Monthly,AutoPay,0
CUST_000272,Term,2022-04-16,450000,70.5,Monthly,Manual,1
CUST_000273,Term,2022-12-18,300000,78.0,Monthly,AutoPay,0
CUST_000274,Term,2022-03-28,250000,54.17,Monthly,Manual,1
CUST_000275,Term,2023-06-01,600000,106.0,Monthly,Manual,1
CUST_000276,Term,2022-06-26,250000,58.33,Monthly,Manual,0
CUST_000277,Whole,2022-02-10,50000,11.17,Monthly,AutoPay,0
CUST_000278,Term,2022-09-11,700000,133.0,Monthly,AutoPay,2
CUST_000279,Whole,2023-03-25,150000,32.5,Monthly,AutoPay,0
CUST_000280,Term,2023-03-26,50000,10.0,Monthly,AutoPay,0
CUST_000281,Universal,2023-06-21,650000,143.0,Monthly,AutoPay,0
CUST_000282,Term,2023-06-20,400000,96.0,Monthly,AutoPay,1
CUST_000283,Whole,2023-09-17,350000,98.0,Monthly,AutoPay,0
CUST_000284,Term,2022-06-12,250000,41.67,Monthly,Manual,0
CUST_000285,Universal,2023-01-08,50000,15.0,Annual,AutoPay,0
CUST_000286,Term,2023-01-17,300000,45.0,Monthly,Manual,0
CUST_000287,Universal,2022-10-17,650000,136.5,Annual,AutoPay,1
CUST_000288,Whole,2023-02-01,200000,48.0,Quarterly,Manual,1
CUST_000289,Term,2023-02-23,1750000,396.67,Monthly,AutoPay,0
CUST_000290,Whole,2022-12-13,150000,28.5,Monthly,AutoPay,0
CUST_000291,Term,2023-09-05,200000,41.33,Quarterly,Manual,2
CUST_000292,Term,2022-02-23,100000,19.67,Monthly,Manual,0
CUST_000293,Term,2022-12-09,700000,133.0,Monthly,AutoPay,0
CUST_000294,Whole,2022-03-09,50000,12.5,Monthly,Manual,2
CUST_000295,Term,2022-12-04,250000,57.5,Monthly,AutoPay,0
CUST_000296,Whole,2022-04-07,400000,74.67,Monthly,AutoPay,0
CUST_000297,Term,2023-07-26,100000,25.0,Monthly,AutoPay,0
CUST_000298,Universal,2023-01-31,150000,34.0,Monthly,Manual,0
CUST_000299,Term,2022-10-18,100000,24.67,Monthly,Manual,0
CUST_000300,Term,2022-09-16,250000,60.0,Monthly,Manual,0
CUST_000301,Term,2023-09-10,300000,55.0,Monthly,AutoPay,0
CUST_000302,Whole,2022-06-03,550000,106.33,Quarterly,Manual,0
CUST_000303,Term,2022-12-08,200000,48.67,Monthly,Manual,1
CUST_000304,Term,2022-03-25,350000,84.0,Monthly,Manual,1
CUST_000305,Term,2023-08-20,800000,170.67,Monthly,AutoPay,0
CUST_000306,Term,2022-05-25,500000,110.0,Quarterly,Manual,2
CUST_000307,Whole,2022-12-25,300000,80.0,Monthly,AutoPay,0
CUST_000308,Whole,2022-11-14,1700000,323.0,Monthly,Manual,0
CUST_000309,Term,2023-02-06,1350000,319.5,Monthly,AutoPay,0
CUST_000310,Whole,2022-05-13,300000,62.0,Monthly,AutoPay,0
CUST_000311,Universal,2023-09-02,200000,41.33,Monthly,AutoPay,0
CUST_000312,Whole,2022-03-28,1950000,507.0,Quarterly,AutoPay,0
CUST_000313,Whole,2022-11-14,400000,98.67,Quarterly,AutoPay,0
CUST_000314,Universal,2023-07-27,100000,24.67,Monthly,AutoPay,0
CUST_000315,Whole,2023-01-21,1150000,306.67,Monthly,AutoPay,1
CUST_000316,Term,2022-12-03,150000,32.5,Quarterly,AutoPay,1
CUST_000317,Term,2022-05-11,250000,60.83,Monthly,AutoPay,0
CUST_000318,Term,2023-06-24,200000,40.67,Monthly,AutoPay,0
CUST_000319,Whole,2022-04-06,200000,45.33,Quarterly,AutoPay,0
CUST_000320,Term,2023-03-10,200000,42.0,Monthly,AutoPay,1
CUST_000321,Whole,2023-06-05,250000,55.0,Monthly,Manual,0
CUST_000322,Term,2023-01-06,150000,36.0,Monthly,Manual,2
CUST_000323,Whole,2022-01-19,150000,27.5,Annual,AutoPay,0
CUST_000324,Term,2023-01-07,700000,210.0,Monthly,Manual,0
CUST_000325,Term,2022-11-13,100000,17.33,Monthly,AutoPay,0
CUST_000326,Term,2022-07-04,2000000,333.33,Monthly,Manual,0
CUST_000327,Term,2022-08-08,450000,117.0,Monthly,AutoPay,0
CUST_000328,Term,2022-12-16,450000,111.0,Monthly,AutoPay,1
CUST_000329,Term,2023-05-13,200000,48.0,Monthly,AutoPay,0
CUST_000330,Whole,2022-07-16,1750000,420.0,Quarterly,AutoPay,0
CUST_000331,Term,2022-08-20,100000,21.33,Monthly,AutoPay,1
CUST_000332,Term,2022-05-21,150000,27.0,Annual,AutoPay,0
CUST_000333,Term,2022-06-08,750000,162.5,Monthly,Manual,0
CUST_000334,Term,2022-03-21,650000,121.33,Monthly,Manual,0
CUST_000335,Term,2022-10-30,200000,50.67,Quarterly,AutoPay,0
CUST_000336,Term,2022-04-14,250000,52.5,Quarterly,Manual,0
CUST_000337,Whole,2023-06-04,250000,45.83,Monthly,AutoPay,0
CUST_000338,Term,2023-07-07,150000,30.5,Quarterly,Manual,0
CUST_000339,Term,2023-06-24,150000,34.5,Monthly,AutoPay,0
CUST_000340,Whole,2022-02-08,1400000,270.67,Monthly,AutoPay,0
CUST_000341,Whole,2022-12-11,1050000,192.5,Monthly,AutoPay,1
CUST_000342,Term,2023-09-25,600000,134.0,Quarterly,AutoPay,0
CUST_000343,Term,2022-05-15,300000,67.0,Monthly,Manual,3
CUST_000344,Universal,2023-09-04,200000,38.67,Monthly,AutoPay,1
CUST_000345,Term,2023-01-21,250000,49.17,Monthly,Manual,2
CUST_000346,Term,2022-06-07,600000,134.0,Monthly,AutoPay,0
CUST_000347,Term,2022-06-16,100000,15.67,Monthly,Manual,0
CUST_000348,Term,2022-07-05,350000,56.0,Monthly,AutoPay,2
CUST_000349,Term,2023-10-02,700000,130.67,Annual,Manual,2
CUST_000350,Whole,2022-06-19,1700000,351.33,Monthly,AutoPay,2
CUST_000351,Whole,2023-03-25,100000,22.67,Monthly,AutoPay,0
CUST_000352,Term,2022-02-14,650000,177.67,Monthly,AutoPay,1
CUST_000353,Universal,2023-02-25,300000,75.0,Monthly,AutoPay,1
CUST_000354,Term,2023-01-09,50000,10.5,Annual,Manual,1
CUST_000355,Term,2022-09-01,100000,21.33,Monthly,AutoPay,0
CUST_000356,Universal,2023-03-31,150000,26.0,Monthly,AutoPay,1
CUST_000357,Term,2023-09-18,200000,42.67,Monthly,AutoPay,0
CUST_000358,Term,2022-10-19,150000,30.5,Monthly,AutoPay,0
CUST_000359,Whole,2023-04-05,1550000,351.33,Annual,Manual,0
CUST_000360,Whole,2022-08-28,100000,18.33,Monthly,AutoPay,0
CUST_000361,Whole,2023-07-01,350000,82.83,Monthly,AutoPay,0
CUST_000362,Term,2022-09-02,1550000,428.83,Monthly,AutoPay,0
CUST_000363,Whole,2022-11-13,100000,21.0,Monthly,Manual,0
CUST_000364,Whole,2023-04-26,100000,23.0,Quarterly,Manual,0
CUST_000365,Term,2022-07-18,150000,36.5,Monthly,AutoPay,0
CUST_000366,Whole,2023-01-12,200000,40.0,Monthly,AutoPay,1
CUST_000367,Term,2023-08-08,150000,33.5,Monthly,AutoPay,0
CUST_000368,Whole,2023-03-28,150000,32.5,Monthly,AutoPay,0
CUST_000369,Term,2023-04-18,150000,33.0,Monthly,AutoPay,0
CUST_000370,Term,2022-10-16,400000,73.33,Annual,AutoPay,2
CUST_000371,Term,2023-01-27,250000,54.17,Monthly,AutoPay,0
CUST_000372,Universal,2023-05-30,450000,105.0,Monthly,AutoPay,1
CUST_000373,Term,2023-06-25,150000,41.0,Quarterly,Manual,2
CUST_000374,Universal,2023-03-05,250000,63.33,Monthly,Manual,0
CUST_000375,Term,2022-06-15,250000,75.0,Monthly,Manual,1
CUST_000376,Whole,2022-07-24,650000,119.17,Monthly,Manual,1
CUST_000377,Term,2023-09-12,500000,125.0,Annual,AutoPay,0
