customer_id,churned,churn_date,churn_reason
CUST_000115,0,,
CUST_000116,0,,
CUST_000117,0,,
CUST_000118,0,,
CUST_000119,0,,
CUST_000120,0,,
CUST_000121,0,,
CUST_000122,0,,
CUST_000123,0,,
CUST_000124,0,,
CUST_000125,0,,
CUST_000126,0,,
CUST_000127,0,,
CUST_000128,0,,
CUST_000129,1,2023-12-13,Price
CUST_000130,0,,
CUST_000131,0,,
CUST_000132,0,,
CUST_000133,0,,
CUST_000134,0,,
CUST_000135,0,,
CUST_000136,0,,
CUST_000137,0,,
CUST_000138,0,,
CUST_000139,0,,
CUST_000140,1,2023-10-28,Price
CUST_000141,1,2023-12-25,Financial
CUST_000142,0,,
CUST_000143,0,,
CUST_000144,0,,
CUST_000145,0,,
CUST_000146,1,2023-12-31,Life_Change
CUST_000147,0,,
CUST_000148,0,,
CUST_000149,0,,
CUST_000150,0,,
CUST_000151,0,,
CUST_000152,0,,
CUST_000153,0,,
CUST_000154,0,,
CUST_000155,0,,
CUST_000156,0,,
CUST_000157,0,,
CUST_000158,0,,
CUST_000159,0,,
CUST_000160,0,,
CUST_000161,0,,
CUST_000162,0,,
CUST_000163,0,,
CUST_000164,0,,
CUST_000165,1,2023-12-11,Unknown
CUST_000166,0,,
CUST_000167,0,,
CUST_000168,0,,
CUST_000169,0,,
CUST_000170,0,,
CUST_000171,0,,
CUST_000172,0,,
CUST_000173,0,,
CUST_000174,0,,
CUST_000175,0,,
CUST_000176,0,,
CUST_000177,0,,
CUST_000178,0,,
CUST_000179,0,,
CUST_000180,0,,
CUST_000181,0,,
CUST_000182,0,,
CUST_000183,0,,
CUST_000184,0,,
CUST_000185,0,,
CUST_000186,0,,
CUST_000187,0,,
CUST_000188,0,,
CUST_000189,0,,
CUST_000190,1,2023-11-25,Life_Change
CUST_000191,0,,
CUST_000192,0,,
CUST_000193,0,,
CUST_000194,0,,
CUST_000195,0,,
CUST_000196,0,,
CUST_000197,0,,
CUST_000198,0,,
CUST_000199,0,,
CUST_000200,0,,
CUST_000201,1,2023-10-31,Price
CUST_000202,0,,
CUST_000203,0,,
CUST_000204,1,2023-11-29,Price
CUST_000205,0,,
CUST_000206,0,,
CUST_000207,0,,
CUST_000208,0,,
CUST_000209,0,,
CUST_000210,0,,
CUST_000211,0,,
CUST_000212,1,2023-12-17,Financial
CUST_000213,0,,
CUST_000214,0,,
CUST_000215,0,,
CUST_000216,0,,
CUST_000217,0,,
CUST_000218,1,2023-11-07,Competition
CUST_000219,0,,
CUST_000220,0,,
CUST_000221,0,,
CUST_000222,0,,
CUST_000223,0,,
CUST_000224,0,,
CUST_000225,0,,
CUST_000226,0,,
CUST_000227,0,,
CUST_000228,0,,
CUST_000229,0,,
CUST_000230,0,,
CUST_000231,0,,
CUST_000232,0,,
CUST_000233,0,,
CUST_000234,0,,
CUST_000235,0,,
CUST_000236,0,,
CUST_000237,1,2023-10-03,Competition
CUST_000238,0,,
CUST_000239,0,,
CUST_000240,0,,
CUST_000241,0,,
CUST_000242,0,,
CUST_000243,0,,
CUST_000244,0,,
CUST_000245,1,2023-10-23,Service
CUST_000246,0,,
CUST_000247,0,,
CUST_000248,0,,
CUST_000249,0,,
CUST_000250,0,,
CUST_000251,0,,
CUST_000252,0,,
CUST_000253,0,,
CUST_000254,1,2023-12-31,Service
CUST_000255,0,,
CUST_000256,0,,
CUST_000257,0,,
CUST_000258,1,2023-11-26,Unknown
CUST_000259,0,,
CUST_000260,0,,
CUST_000261,0,,
CUST_000262,0,,
CUST_000263,1,2023-11-15,Financial
CUST_000264,0,,
CUST_000265,0,,
CUST_000266,0,,
CUST_000267,0,,
CUST_000268,0,,
CUST_000269,1,2023-11-07,Competition
CUST_000270,0,,
CUST_000271,0,,
CUST_000272,1,2023-10-22,Financial
CUST_000273,0,,
CUST_000274,0,,
CUST_000275,0,,
CUST_000276,0,,
CUST_000277,0,,
CUST_000278,1,2023-10-30,Life_Change
CUST_000279,0,,
CUST_000280,0,,
CUST_000281,0,,
CUST_000282,0,,
CUST_000283,1,2023-11-15,Life_Change
CUST_000284,0,,
CUST_000285,0,,
CUST_000286,1,2023-10-16,Competition
CUST_000287,0,,
CUST_000288,1,2023-10-14,Unknown
CUST_000289,0,,
CUST_000290,0,,
CUST_000291,0,,
CUST_000292,0,,
CUST_000293,0,,
CUST_000294,0,,
CUST_000295,0,,
CUST_000296,0,,
CUST_000297,0,,
CUST_000298,0,,
CUST_000299,0,,
CUST_000300,0,,
CUST_000301,0,,
CUST_000302,0,,
CUST_000303,0,,
CUST_000304,1,2023-11-20,Price
CUST_000305,0,,
CUST_000306,0,,
CUST_000307,0,,
CUST_000308,0,,
CUST_000309,0,,
CUST_000310,0,,
CUST_000311,0,,
CUST_000312,1,2023-10-15,Financial
CUST_000313,0,,
CUST_000314,0,,
CUST_000315,0,,
CUST_000316,0,,
CUST_000317,0,,
CUST_000318,0,,
CUST_000319,0,,
CUST_000320,0,,
CUST_000321,0,,
CUST_000322,0,,
CUST_000323,1,2023-11-17,Price
CUST_000324,0,,
CUST_000325,0,,
CUST_000326,0,,
CUST_000327,0,,
CUST_000328,1,2023-11-16,Price
CUST_000329,1,2023-12-19,Life_Change
CUST_000330,0,,
CUST_000331,0,,
CUST_000332,0,,
CUST_000333,0,,
CUST_000334,0,,
CUST_000335,0,,
CUST_000336,0,,
CUST_000337,0,,
CUST_000338,0,,
CUST_000339,0,,
CUST_000340,0,,
CUST_000341,0,,
CUST_000342,1,2023-11-05,Competition
CUST_000343,0,,
CUST_000344,0,,
CUST_000345,1,2023-10-08,Price
CUST_000346,0,,
CUST_000347,1,2023-11-30,Unknown
CUST_000348,0,,
CUST_000349,0,,
CUST_000350,0,,
CUST_000351,0,,
CUST_000352,1,2023-12-10,Price
CUST_000353,0,,
CUST_000354,0,,
CUST_000355,0,,
CUST_000356,0,,
CUST_000357,0,,
CUST_000358,0,,
CUST_000359,0,,
CUST_000360,0,,
CUST_000361,1,2023-10-18,Competition
CUST_000362,0,,
CUST_000363,0,,
CUST_000364,0,,
CUST_000365,0,,
CUST_000366,0,,
CUST_000367,0,,
CUST_000368,0,,
CUST_000369,0,,
CUST_000370,0,,
CUST_000371,0,,
CUST_000372,0,,
CUST_000373,0,,
CUST_000374,0,,
CUST_000375,0,,
CUST_000376,0,,
CUST_000377,0,,
CUST_000378,0,,
CUST_000379,0,,
CUST_000380,0,,
CUST_000381,0,,
CUST_000382,0,,
CUST_000383,0,,
CUST_000384,0,,
CUST_000385,0,,
CUST_000386,0,,
CUST_000387,0,,
CUST_000388,0,,
CUST_000389,0,,
CUST_000390,0,,
CUST_000391,0,,
CUST_000392,0,,
CUST_000393,1,2023-11-20,Competition
CUST_000394,1,2023-10-13,Financial
CUST_000395,0,,
CUST_000396,1,2023-12-12,Life_Change
CUST_000397,0,,
CUST_000398,0,,
CUST_000399,0,,
CUST_000400,0,,
CUST_000401,0,,
CUST_000402,0,,
CUST_000403,0,,
CUST_000404,0,,
CUST_000405,0,,
CUST_000406,0,,
CUST_000407,1,2023-11-09,Service
CUST_000408,0,,
CUST_000409,1,2023-12-22,Life_Change
CUST_000410,1,2023-12-21,Financial
CUST_000411,0,,
CUST_000412,0,,
CUST_000413,0,,
CUST_000414,1,2023-11-18,Service
CUST_000415,0,,
CUST_000416,0,,
CUST_000417,0,,
CUST_000418,0,,
CUST_000419,1,2023-12-15,Service
CUST_000420,0,,
CUST_000421,0,,
CUST_000422,0,,
CUST_000423,0,,
CUST_000424,1,2023-10-27,Service
CUST_000425,0,,
CUST_000426,1,2024-01-01,Price
CUST_000427,0,,
CUST_000428,1,2023-10-11,Competition
CUST_000429,0,,
CUST_000430,1,2023-10-08,Financial
CUST_000431,1,2023-12-26,Service
CUST_000432,0,,
CUST_000433,0,,
CUST_000434,1,2023-11-01,Price
CUST_000435,0,,
CUST_000436,1,2023-11-09,Price
CUST_000437,1,2023-10-13,Competition
CUST_000438,0,,
CUST_000439,0,,
CUST_000440,0,,
CUST_000441,0,,
CUST_000442,0,,
CUST_000443,0,,
CUST_000444,0,,
CUST_000445,0,,
CUST_000446,0,,
CUST_000447,0,,
CUST_000448,0,,
CUST_000449,0,,
CUST_000450,0,,
CUST_000451,1,2023-11-01,Life_Change
CUST_000452,0,,
CUST_000453,0,,
CUST_000454,0,,
CUST_000455,0,,
CUST_000456,0,,
CUST_000457,0,,
CUST_000458,0,,
CUST_000459,0,,
CUST_000460,0,,
CUST_000461,0,,
CUST_000462,0,,
CUST_000463,0,,
CUST_000464,0,,
CUST_000465,0,,
CUST_000466,0,,
CUST_000467,0,,
CUST_000468,0,,
CUST_000469,0,,
CUST_000470,0,,
CUST_000471,0,,
CUST_000472,0,,
CUST_000473,0,,
CUST_000474,0,,
CUST_000475,0,,
CUST_000476,0,,
CUST_000477,0,,
CUST_000478,0,,
CUST_000479,0,,
CUST_000480,1,2023-10-15,Service
CUST_000481,0,,
CUST_000482,0,,
CUST_000483,0,,
CUST_000484,0,,
CUST_000485,0,,
CUST_000486,0,,
CUST_000487,0,,
CUST_000488,0,,
CUST_000489,0,,
CUST_000490,0,,
CUST_000491,0,,
CUST_000492,0,,
CUST_000493,0,,
CUST_000494,0,,
CUST_000495,0,,
CUST_000496,1,2023-11-20,Financial
CUST_000497,0,,
CUST_000498,0,,
CUST_000499,0,,
CUST_000500,0,,
CUST_000501,0,,
CUST_000502,1,2023-11-07,Financial
CUST_000503,1,2023-11-30,Price
CUST_000504,0,,
CUST_000505,0,,
CUST_000506,1,2023-12-23,Financial
CUST_000507,0,,
CUST_000508,0,,
CUST_000509,0,,
CUST_000510,0,,
CUST_000511,0,,
CUST_000512,0,,
CUST_000513,0,,
CUST_000514,0,,
CUST_000515,0,,
CUST_000516,0,,
CUST_000517,0,,
CUST_000518,0,,
CUST_000519,0,,
CUST_000520,0,,
CUST_000521,0,,
CUST_000522,1,2023-11-18,Competition
CUST_000523,0,,
CUST_000524,1,2023-10-23,Life_Change
CUST_000525,0,,
CUST_000526,0,,
CUST_000527,1,2023-11-19,Life_Change
CUST_000528,1,2023-11-17,Life_Change
CUST_000529,0,,
CUST_000530,0,,
CUST_000531,0,,
CUST_000532,0,,
CUST_000533,0,,
CUST_000534,0,,
CUST_000535,0,,
CUST_000536,0,,
CUST_000537,0,,
CUST_000538,0,,
CUST_000539,0,,
CUST_000540,0,,
CUST_000541,1,2023-10-29,Unknown
CUST_000542,1,2023-12-27,Service
CUST_000543,0,,
CUST_000544,0,,
CUST_000545,0,,
CUST_000546,0,,
CUST_000547,0,,
CUST_000548,0,,
CUST_000549,0,,
CUST_000550,0,,
CUST_000551,0,,
CUST_000552,0,,
CUST_000553,0,,
CUST_000554,0,,
CUST_000555,0,,
CUST_000556,0,,
CUST_000557,0,,
CUST_000558,0,,
CUST_000559,0,,
CUST_000560,0,,
CUST_000561,0,,
CUST_000562,1,2023-11-06,Competition
CUST_000563,1,2023-12-31,Financial
CUST_000564,0,,
CUST_000565,0,,
CUST_000566,0,,
CUST_000567,0,,
CUST_000568,0,,
CUST_000569,0,,
CUST_000570,0,,
CUST_000571,0,,
CUST_000572,0,,
CUST_000573,0,,
CUST_000574,0,,
CUST_000575,1,2023-12-29,Financial
CUST_000576,0,,
CUST_000577,0,,
CUST_000578,0,,
CUST_000579,0,,
CUST_000580,1,2023-12-24,Service
CUST_000581,1,2023-10-12,Life_Change
CUST_000582,1,2023-12-19,Life_Change
CUST_000583,0,,
CUST_000584,0,,
CUST_000585,0,,
CUST_000586,0,,
CUST_000587,0,,
CUST_000588,0,,
CUST_000589,0,,
CUST_000590,0,,
CUST_000591,0,,
CUST_000592,0,,
CUST_000593,1,2023-12-23,Life_Change
CUST_000594,0,,
CUST_000595,0,,
CUST_000596,0,,
CUST_000597,0,,
CUST_000598,0,,
CUST_000599,1,2023-10-24,Unknown
CUST_000600,0,,
CUST_000601,1,2023-12-10,Service
CUST_000602,0,,
CUST_000603,0,,
CUST_000604,0,,
CUST_000605,0,,
CUST_000606,0,,
CUST_000607,0,,
CUST_000608,0,,
CUST_000609,0,,
CUST_000610,0,,
CUST_000611,1,2023-11-03,Unknown
CUST_000612,0,,
CUST_000613,0,,
CUST_000614,0,,
CUST_000615,0,,
CUST_000616,0,,
CUST_000617,0,,
CUST_000618,1,2023-10-23,Price
CUST_000619,0,,
CUST_000620,0,,
CUST_000621,0,,
CUST_000622,0,,
CUST_000623,0,,
CUST_000624,0,,
CUST_000625,0,,
CUST_000626,0,,
CUST_000627,0,,
CUST_000628,0,,
CUST_000629,0,,
CUST_000630,1,2023-12-01,Price
CUST_000631,0,,
CUST_000632,0,,
CUST_000633,0,,
CUST_000634,0,,
CUST_000635,0,,
CUST_000636,0,,
CUST_000637,0,,
CUST_000638,0,,
CUST_000639,0,,
CUST_000640,0,,
CUST_000641,0,,
CUST_000642,0,,
CUST_000643,1,2023-11-20,Price
CUST_000644,0,,
CUST_000645,0,,
CUST_000646,0,,
CUST_000647,0,,
CUST_000648,0,,
CUST_000649,1,2023-11-06,Price
CUST_000650,0,,
CUST_000651,1,2023-12-23,Service
CUST_000652,0,,
CUST_000653,0,,
CUST_000654,0,,
CUST_000655,0,,
CUST_000656,0,,
CUST_000657,0,,
CUST_000658,0,,
CUST_000659,0,,
CUST_000660,0,,
CUST_000661,0,,
CUST_000662,0,,
CUST_000663,0,,
CUST_000664,0,,
CUST_000665,0,,
CUST_000666,0,,
CUST_000667,0,,
CUST_000668,0,,
CUST_000669,0,,
CUST_000670,0,,
CUST_000671,1,2023-12-30,Service
CUST_000672,0,,
CUST_000673,0,,
CUST_000674,0,,
CUST_000675,0,,
CUST_000676,0,,
CUST_000677,0,,
CUST_000678,1,2023-12-13,Unknown
CUST_000679,0,,
CUST_000680,1,2023-10-31,Service
CUST_000681,1,2023-12-29,Competition
CUST_000682,0,,
CUST_000683,0,,
CUST_000684,1,2023-11-13,Unknown
CUST_000685,0,,
CUST_000686,0,,
CUST_000687,0,,
CUST_000688,0,,
CUST_000689,0,,
CUST_000690,0,,
CUST_000691,0,,
CUST_000692,0,,
CUST_000693,0,,
CUST_000694,0,,
CUST_000695,0,,
CUST_000696,0,,
CUST_000697,0,,
CUST_000698,0,,
CUST_000699,0,,
CUST_000700,0,,
CUST_000701,0,,
CUST_000702,0,,
CUST_000703,1,2023-10-10,Service
CUST_000704,0,,
CUST_000705,0,,
CUST_000706,0,,
CUST_000707,0,,
CUST_000708,1,2023-11-01,Unknown
CUST_000709,0,,
CUST_000710,0,,
CUST_000711,0,,
CUST_000712,1,2023-10-07,Life_Change
CUST_000713,0,,
CUST_000714,0,,
CUST_000715,0,,
CUST_000716,0,,
CUST_000717,0,,
CUST_000718,0,,
CUST_000719,0,,
CUST_000720,0,,
CUST_000721,0,,
CUST_000722,0,,
CUST_000723,1,2023-11-12,Life_Change
CUST_000724,0,,
CUST_000725,0,,
CUST_000726,0,,
CUST_000727,0,,
CUST_000728,0,,
CUST_000729,0,,
CUST_000730,1,2023-11-23,Financial
CUST_000731,1,2023-11-06,Life_Change
CUST_000732,0,,
CUST_000733,0,,
CUST_000734,0,,
CUST_000735,0,,
CUST_000736,0,,
CUST_000737,0,,
CUST_000738,0,,
CUST_000739,0,,
CUST_000740,0,,
CUST_000741,1,2023-10-11,Competition
CUST_000742,0,,
CUST_000743,0,,
CUST_000744,0,,
CUST_000745,0,,
CUST_000746,0,,
CUST_000747,0,,
CUST_000748,1,2023-10-30,Financial
CUST_000749,0,,
CUST_000750,1,2023-12-14,Life_Change
CUST_000751,0,,
CUST_000752,0,,
CUST_000753,0,,
CUST_000754,0,,
CUST_000755,0,,
CUST_000756,0,,
CUST_000757,0,,
CUST_000758,0,,
CUST_000759,1,2023-11-12,Life_Change
CUST_000760,0,,
CUST_000761,0,,
CUST_000762,0,,
CUST_000763,0,,
CUST_000764,0,,
CUST_000765,0,,
CUST_000766,0,,
CUST_000767,0,,
CUST_000768,0,,
CUST_000769,0,,
CUST_000770,0,,
CUST_000771,0,,
CUST_000772,0,,
CUST_000773,0,,
CUST_000774,0,,
CUST_000775,0,,
CUST_000776,1,2023-10-30,Service
CUST_000777,0,,
CUST_000778,0,,
CUST_000779,1,2023-12-25,Price
CUST_000780,0,,
CUST_000781,0,,
CUST_000782,0,,
CUST_000783,1,2023-12-05,Unknown
CUST_000784,0,,
CUST_000785,0,,
CUST_000786,0,,
CUST_000787,0,,
CUST_000788,0,,
CUST_000789,0,,
CUST_000790,1,2023-11-22,Life_Change
CUST_000791,1,2023-12-24,Life_Change
CUST_000792,0,,
CUST_000793,0,,
CUST_000794,0,,
CUST_000795,0,,
CUST_000796,0,,
CUST_000797,0,,
CUST_000798,0,,
CUST_000799,0,,
CUST_000800,0,,
CUST_000801,0,,
CUST_000802,1,2023-11-30,Price
CUST_000803,0,,
CUST_000804,1,2023-10-21,Life_Change
CUST_000805,0,,
CUST_000806,0,,
CUST_000807,0,,
CUST_000808,0,,
CUST_000809,0,,
CUST_000810,0,,
CUST_000811,0,,
CUST_000812,1,2023-11-05,Financial
CUST_000813,0,,
CUST_000814,0,,
CUST_000815,0,,
CUST_000816,0,,
CUST_000817,0,,
CUST_000818,0,,
CUST_000819,0,,
CUST_000820,0,,
CUST_000821,1,2023-10-20,Unknown
CUST_000822,0,,
CUST_000823,0,,
CUST_000824,0,,
CUST_000825,0,,
CUST_000826,0,,
CUST_000827,0,,
CUST_000828,1,2023-11-03,Competition
CUST_000829,0,,
CUST_000830,0,,
CUST_000831,0,,
CUST_000832,0,,
CUST_000833,0,,
CUST_000834,0,,
CUST_000835,0,,
CUST_000836,0,,
CUST_000837,0,,
CUST_000838,0,,
CUST_000839,0,,
CUST_000840,1,2023-12-13,Financial
CUST_000841,0,,
CUST_000842,0,,
CUST_000843,0,,
CUST_000844,1,2023-12-10,Price
CUST_000845,0,,
CUST_000846,0,,
CUST_000847,0,,
CUST_000848,1,2023-11-05,Financial
CUST_000849,0,,
CUST_000850,0,,
CUST_000851,0,,
CUST_000852,0,,
CUST_000853,1,2023-12-16,Competition
CUST_000854,0,,
CUST_000855,0,,
CUST_000856,0,,
CUST_000857,1,2023-11-26,Unknown
CUST_000858,0,,
CUST_000859,0,,
CUST_000860,0,,
CUST_000861,0,,
CUST_000862,0,,
CUST_000863,0,,
CUST_000864,0,,
CUST_000865,0,,
CUST_000866,0,,
CUST_000867,0,,
CUST_000868,0,,
CUST_000869,0,,
CUST_000870,0,,
CUST_000871,1,2023-12-16,Life_Change
CUST_000872,0,,
CUST_000873,0,,
CUST_000874,0,,
CUST_000875,0,,
CUST_000876,0,,
CUST_000877,0,,
CUST_000878,0,,
CUST_000879,0,,
CUST_000880,0,,
CUST_000881,0,,
CUST_000882,0,,
CUST_000883,0,,
CUST_000884,1,2023-11-23,Service
CUST_000885,0,,
CUST_000886,1,2023-11-18,Price
CUST_000887,0,,
CUST_000888,0,,
CUST_000889,0,,
CUST_000890,0,,
CUST_000891,0,,
CUST_000892,0,,
CUST_000893,0,,
CUST_000894,0,,
CUST_000895,0,,
CUST_000896,0,,
CUST_000897,0,,
CUST_000898,1,2023-10-31,Financial
CUST_000899,0,,
CUST_000900,0,,
CUST_000901,0,,
CUST_000902,0,,
CUST_000903,0,,
CUST_000904,1,2023-10-20,Service
CUST_000905,0,,
CUST_000906,0,,
CUST_000907,0,,
CUST_000908,0,,
CUST_000909,1,2023-12-07,Service
CUST_000910,0,,
CUST_000911,0,,
CUST_000912,0,,
CUST_000913,0,,
CUST_000914,0,,
CUST_000915,1,2023-12-05,Competition
CUST_000916,0,,
CUST_000917,1,2023-10-14,Competition
CUST_000918,0,,
CUST_000919,0,,
CUST_000920,0,,
CUST_000921,0,,
CUST_000922,0,,
CUST_000923,1,2023-10-09,Competition
CUST_000924,0,,
CUST_000925,0,,
CUST_000926,1,2023-10-17,Life_Change
CUST_000927,0,,
CUST_000928,0,,
CUST_000929,0,,
CUST_000930,0,,
CUST_000931,1,2023-10-22,Price
CUST_000932,0,,
CUST_000933,0,,
CUST_000934,0,,
CUST_000935,0,,
CUST_000936,1,2023-12-22,Unknown
CUST_000937,0,,
CUST_000938,0,,
CUST_000939,0,,
CUST_000940,0,,
CUST_000941,0,,
CUST_000942,0,,
CUST_000943,0,,
CUST_000944,0,,
CUST_000945,0,,
CUST_000946,0,,
CUST_000947,0,,
CUST_000948,0,,
CUST_000949,0,,
CUST_000950,1,2023-10-23,Service
CUST_000951,0,,
CUST_000952,0,,
CUST_000953,1,2023-12-29,Service
CUST_000954,0,,
CUST_000955,0,,
CUST_000956,0,,
CUST_000957,0,,
CUST_000958,0,,
CUST_000959,1,2023-11-26,Competition
CUST_000960,0,,
CUST_000961,0,,
CUST_000962,1,2023-12-18,Price
CUST_000963,0,,
CUST_000964,0,,
CUST_000965,1,2023-10-11,Competition
CUST_000966,1,2023-11-21,Service
CUST_000967,0,,
CUST_000968,0,,
CUST_000969,0,,
CUST_000970,0,,
CUST_000971,0,,
CUST_000972,0,,
CUST_000973,1,2023-11-20,Competition
CUST_000974,0,,
CUST_000975,0,,
CUST_000976,0,,
CUST_000977,0,,
CUST_000978,0,,
CUST_000979,0,,
CUST_000980,0,,
CUST_000981,1,2023-12-18,Life_Change
CUST_000982,0,,
CUST_000983,0,,
CUST_000984,0,,
CUST_000985,0,,
CUST_000986,1,2023-12-01,Unknown
CUST_000987,0,,
CUST_000988,0,,
CUST_000989,1,2023-12-09,Financial
CUST_000990,0,,
CUST_000991,0,,
CUST_000992,0,,
CUST_000993,0,,
CUST_000994,0,,
CUST_000995,0,,
CUST_000996,0,,
CUST_000997,1,2023-11-04,Life_Change
CUST_000998,0,,
CUST_000999,0,,
CUST_001000,0,,
CUST_001001,0,,
CUST_001002,0,,
CUST_001003,0,,
CUST_001004,0,,
CUST_001005,1,2023-12-12,Financial
CUST_001006,0,,
CUST_001007,0,,
CUST_001008,0,,
CUST_001009,1,2023-10-04,Price
CUST_001010,0,,
CUST_001011,0,,
CUST_001012,0,,
CUST_001013,1,2023-12-29,Competition
CUST_001014,0,,
CUST_001015,1,2023-10-17,Service
CUST_001016,1,2023-12-29,Price
CUST_001017,0,,
CUST_001018,0,,
CUST_001019,0,,
CUST_001020,0,,
CUST_001021,0,,
CUST_001022,0,,
CUST_001023,0,,
CUST_001024,0,,
CUST_001025,0,,
CUST_001026,0,,
CUST_001027,0,,
CUST_001028,1,2023-12-10,Price
CUST_001029,0,,
CUST_001030,0,,
CUST_001031,0,,
CUST_001032,0,,
CUST_001033,1,2023-11-06,Service
CUST_001034,0,,
CUST_001035,0,,
CUST_001036,0,,
CUST_001037,0,,
CUST_001038,0,,
CUST_001039,0,,
CUST_001040,0,,
CUST_001041,1,2023-12-24,Competition
CUST_001042,0,,
CUST_001043,0,,
CUST_001044,0,,
CUST_001045,0,,
CUST_001046,0,,
CUST_001047,1,2023-11-15,Life_Change
CUST_001048,0,,
CUST_001049,0,,
CUST_001050,0,,
CUST_001051,0,,
CUST_001052,0,,
CUST_001053,0,,
CUST_001054,0,,
CUST_001055,1,2023-10-17,Life_Change
CUST_001056,0,,
CUST_001057,0,,
CUST_001058,0,,
CUST_001059,0,,
CUST_001060,0,,
CUST_001061,0,,
CUST_001062,0,,
CUST_001063,0,,
CUST_001064,0,,
CUST_001065,0,,
CUST_001066,0,,
CUST_001067,0,,
CUST_001068,1,2023-11-09,Financial
CUST_001069,0,,
CUST_001070,0,,
CUST_001071,0,,
CUST_001072,0,,
CUST_001073,1,2023-11-27,Price
CUST_001074,1,2023-10-23,Price
CUST_001075,0,,
CUST_001076,1,2023-11-30,Price
CUST_001077,0,,
CUST_001078,1,2023-10-03,Financial
CUST_001079,0,,
CUST_001080,0,,
CUST_001081,0,,
CUST_001082,0,,
CUST_001083,1,2023-11-05,Unknown
CUST_001084,1,2023-12-06,Price
CUST_001085,1,2023-10-25,Price
CUST_001086,0,,
CUST_001087,0,,
CUST_001088,0,,
CUST_001089,0,,
CUST_001090,0,,
CUST_001091,1,2023-12-06,Price
CUST_001092,0,,
CUST_001093,1,2023-10-16,Unknown
CUST_001094,0,,
CUST_001095,0,,
CUST_001096,0,,
CUST_001097,0,,
CUST_001098,0,,
CUST_001099,0,,
CUST_001100,0,,
CUST_001101,0,,
CUST_001102,0,,
CUST_001103,1,2023-12-22,Life_Change
CUST_001104,0,,
CUST_001105,0,,
CUST_001106,1,2023-11-10,Unknown
CUST_001107,0,,
CUST_001108,0,,
CUST_001109,0,,
CUST_001110,0,,
CUST_001111,1,2023-12-23,Competition
CUST_001112,0,,
CUST_001113,0,,
CUST_001114,0,,
CUST_001115,0,,
CUST_001116,0,,
CUST_001117,0,,
CUST_001118,0,,
CUST_001119,0,,
CUST_001120,0,,
CUST_001121,1,2023-12-06,Competition
CUST_001122,0,,
CUST_001123,0,,
CUST_001124,0,,
CUST_001125,0,,
CUST_001126,0,,
CUST_001127,0,,
